,CONTENT,ABUSE
605,Visit: September 26 Client: Yoon kwak:OK Homemaker: Eunchu Chan:Ok,0
606,Sungsoon Kim...no Kisang Kim...no,0
607,I can't login,0
608,I need a black pen,0
609,Hi Yoiu,0
610,"I've tried and ,no response filled out several .it's because of unemployed no income self imployed.",0
611,Hello no i want stop the payment,0
612,Disliked an image,0
613,I want pay cash,0
614,Fuc off,1
615,Just beed cash instead I been going thru application after application,0
616,I'm a server was short only had 370$ will send Monday sept 27th for sure thank you. Rebecca Burton 8203 gray haven rd apt B 4465,0
617,Will send after I'm off by 5,0
618,No I don't,0
619,I can send the 370$ but I figured I wait to have one whole payment,0
620,No cause I'm not going get the loan,0
621,Take me off your list immediately,0
622,Naco sonora,0
623,Stop nobody ever helps no matter what,0
624,Hi hello,0
625,Did you put gas in the explorer today?,0
626,Stop text me,0
627,they reopened the cases,0
628,DRC 60429,0
630,"You have it, sell it.",0
631,Where's this at,0
632,Yes can I get a receipt,0
633,We're going to stay with Kaiser Permanente thank you,0
634,Wrong person!!!!!Stop,0
636,Good afternoon I am out of work for an I will make September payment on October 8. And October payment as scheduled,0
637,I want it let me know talk to me some more,0
638,3809 park rd,0
639,Percy Jones,0
640,October 17th u going?,0
641,Not good,0
642,"I'm interesting in Hughes net service, how does it work",0
643,I don't k know what to do with all the cash I have now!,0
644,(Rio)no (Jamal)no,0
645,Do you guys take sofa ?,0
646,No thank you. Im satisfied with my plan,0
647,I an accepting the charges but My confirmaci?n does not appear to You,0
648,Join Emc,0
649,Yes accept load21053453,0
650,Hi Susan. I am getting ready to move. Please let me know if your company have availability,0
651,not sure if you're interested....:),0
652,It's all bull shit tried this four times,1
653,I'm busy.,0
654,"This isnt kimberly,",0
655,I got in touch with Ormond Walmart and they said that they would not be doing Christmas layaway this year,0
656,Big deal,0
657,See you there!,0
658,TV by,0
659,Hi icame in this morning the work was good,0
660,My spelling is Fine,0
661,ZONE has no wings no chicken no potates fo15 min!!!! Crazy!!! Not hhappy,0
662,I haven't been able to get my email to work since my daughter purchase me a brand new phone I barely have service out here still waiting on T-Mobile send me a router or booster,0
663,You can only text me messages,0
664,I have to cancel due to family matters. Please keep me on the list of the next one since I have to go out of town. Thank you,0
665,Pay 100 tomorrow,0
666,Cancel appointment please,0
667,Loved Â¡Â°FEMA:FEMA ID 1046 You are subscribed to FEMA text messages. Reply STOP to decline. Do not send any other info here.Â¡Â±,0
668,Stop lying,0
669,We will be there.,0
670,DJ ng,0
671,How's it going?,0
672,I m driving with Do Not Disturb While Driving  turned on. I ll see your message when I get where I m going.,0
673,I'm heading out right now are you done,0
674,Emphasized Â¡Â°The Church at Lake Cherokee:Just a reminder that worship tomorrow is at The Barn: open air and no masks required; 14911 CR 2164. See ya then! Txt STOP to OptOutÂ¡Â±,0
675,"Gina Chang, NO Yong Ju Kim, NO",0
676,I need $300,0
677,"/25/2021 for xxxx20-71 is $7,873.22. Txt STOP to opt out.Â¡Â±",0
678,Emphasized Â¡Â°SchoolsFirst FCU: Available Balance as of 9:00 AM on 09,0
679,How much can I borrow?,0
680,Take picture,0
681,"Dear Mercedes, I have a question about your newest car. The Mercedes CES. (Those are my initials). I want to know how this car works, how much is it, and how can I get it. Best regards, Caitlyn",0
682,Well then u can suck it?,1
683,WARHAWKS Way to go,0
684,you better,0
685,Go hawkzz!!,0
686,Let me know,0
687,Notify me when the photo ready,0
688,"Loved Â¡Â°Fan Photo:Welcome! Msg&Data rates may apply. Get 2msg/mo of ULM Football 2021. Reply HELP for help, STOP to OptOut. 9529419797Â¡Â±",0
689,Picture alert,0
690,"E AND MORE MY FAMILY NEED ME HOME , I AM BEING TOLD ON MONDAYTO SEND FOR THE FINAL RELEASE 2112 DOLLARS BUT THE WATER BILL AND THE LANDSCAPER, THE CAR IN",0
691,SURANCE IS NEEDED TO BE PAID .I MAKE OVER $ 2000 DOLLARS A WEEK AND I AM IN A STRAIN,0
692,"I WILL BE TRUTHFUL I AM PAYING TO GET MY MONEY OUT OF A BANK, SO FAR I HAVE PAID BY STRUGGLING OVER SIX THOUSAND DOLLARS AND THEN I GOT THIS JOB BUT MOR",0
693,I see u lamo loser,0
694,"Loved Keep yourself afloat! Request $100 to $40,000 today! personalloan2500.com/1znBA21 Reply Stop to opt-out",0
695,My choice in stead of doing it right.,0
696,Hi is this the number to claim the $600 gift card for the wedding bands,0
697,Dream big,0
698,Trying to send pictures of generator and chain saw receipts,0
699,Michael is in the hospital right now. We cannot move until next summer.,0
700,Praise god,0
701,What link? Please advise. Thanks,0
702,No internet,0
703,What u,0
704,OPTAVIA 462-57,0
705,This site take you to all other site and then ask for you to ?? credit score and then your cc I will opt out,0
706,9/26/21 Sueyunkim Â¾ÃÂ´ÃÂ¿Ã¤ Min j song Â¾ÃÂ´ÃÂ¿Ã¤,0
707,I would like to enroll seven of my neighbors to receive these Panorama studies. How do I do that?,0
708,"Hi, we are not interested in swimming lesson anymore, thanks!",0
709,"How do I watch basic tv? I can find every movie possible, but can't find a basic football game.",0
710,Yovanih Jes?s Rangel mu?oz,0
711,Okay and who are you,0
712,On great thank you for the update,0
713,Please cancel. We only added a class in order to get pricing. Your system is not very user friendly. Please excuse or ignorance if we caused more concern for your staff,0
714,3-month reminder to change steripod,0
715,'. Toetee I eI remember,0
716,Payment being made on Oct 8,0
717,Kelly Bryant 3791 Drake Rd Murfreesboro TN 37130 3927,0
718,PLEASE I'am so Exaustad to been Applying and denied me!!,0
719,HELP for help,0
720,Call me Monday 1st thing Monday,0
721,Liliya Bigler temperature 97.7,0
722,Need more info,0
724,Were is this at,0
725,OBDEL 9/25/21 Dr Are at GSH Molina Kary 10/5/93 Cesarean delivery female baby 6 lbs Apgars 9/9,0
726,Panorama of prophecy,0
727,$300 pd 2/11,0
728,I would like application sent to my Gmail tcomer101Â¢Â®gmail.com THINK YOU,0
729,lee.sunja.no kim.wonsup.no lee.yeon.no,0
730,How does this work,0
731,When you come stop by any store and buy you the sleeping pills,0
732,Jamesmccot297@gmail.com unsubscribe,0
733,Haven't heard from IRS yet on payment?? You know anything about them being behind???,0
734,Haley woods,0
735,I can get a home Burt Reynolds,0
736,Please stop sending me this message you're not going to give me any money if you are sent to me in the mail,0
737,My email haleywoods464@gmail.com for further contact,0
738,Marcus Stevens,0
739,Loved an image,0
740,Hydro4 Gavin canÂ¡Â¯t dunk,0
741,"Shipping, Production, Quality.",0
742,Thank you.,0
743,9.30.21 prin,0
744,<Hydro4> gavin canÂ¡Â¯t dunk,0
746,Don't keep sending messages if I'm not approved,0
747,Hydro4 Giselle can't handle her liquor,0
753,sebastians fucks davids fam,1
754,Giselle can't take shots,0
755,Sebastian likes mammals.,0
756,I Lov Robs Meat,0
757,Willy bites girls,0
762,whooped your ass,1
768,Yes yes yes yes yes yes yes yes yes yes emoji today tomorrow I will be going to the casino water parks are your businessChanging into a,0
769,FUCKED AUNT,1
770,I shave my balls,1
771,Who jizzed on the floor,1
772,whooped your ass,1
773,bruh it happened one time,0
774,FUCKED DAVIDS AUNT,1
775,DOESN'T FUCK,1
776,DRC 10469,0
777,ate ass one time,1
778,Leonel drinks Bud Light,0
779,No I will purchase next week,0
780,I need to reschedule. I am really sorry.,0
783,"I will be there September 28, 2021 at 10:00 a.m.",0
785,WILLY NUTTS TO HEAD,1
795,Where is EGF?,0
796,Hi b,0
797,Way to go !!!,0
799,FUCKS HIS MATTRESS,1
800,Hydro4 SEBASTIAN FUCKED DAVIDS AUNT,1
801,sleeps in a bed full of piss,1
802,is scared of pussy,1
803,pissed in his bed one time,0
804,Help SING YOUR OWN MELODY,0
812,max fucked willies nana,1
814,i fucked nanas ass into THE DIRT,0
820,Eli likes to play with bananas,0
825,FUCKS,1
827,I'll call on Sunday,0
829,is a coon fucker,1
831,is a pain in my asshole,1
832,Hydro4 why do black people have white hands?,0
833,3016 KELLY CT 60504,0
835,MOANS WHEN HE WIPES HIS ASS,1
836,shitty balls,1
838,flAshed his asshole,1
839,I would love to rent to own that house. I need to move away from here because l am in an area where l am constantly being subjected to criminal activity by always being robbed & broken into.,0
840,Girls on elevated surfaces,0
844,Yes thanks but I lost everything I have ever owned in a house fire early yesterday morning I don't know what going happen now I will have a hard time trying to get all the paperwork you asking for thank you I'll get back in touch as soon as I can thank you ? Jeffrey Richards,0
845,pussy,1
851,bullshit,1
857,wants to take a shot outta ur ass!,1
858,"Maxine carey 9747avej chicago I'll,60617",0
871,finger bang?,1
872,Good to see MILFS here,1
873,Fro Fucks,1
874,Rong person,0
875,Matt Clendendin is a DILF,1
877,yeah,0
878,Adriana is a MILF,1
882,is a MILF,1
884,This shit never works,1
890,got his virginity taking by a prostitute at Nola,1
892,Just unload,0
902,I heard fucks his mattress,1
906,smells like dick cheese,1
914,let the goat lick his penis,1
915,Thank you Founders!!!!!,0
916,mom sucks my cock,1
923,sucks that tiger dick bitch #lsusucks,1
924,BITCHES,1
927,bro i'm ten,0
931,MILFS on north gate,1
934,Yes ?,0
935,let's throw ass on him,1
937,Red alert,0
938,fucked my mom??,1
939,likes to walk on all fours,0
940,that's hot,0
942,IM TRYNA FUCK MOM,1
943,Who horny??,1
946,I'm horny,1
951,Thank u,0
952,eats ass,1
953,"Who's bootyhole stinker, drew or chase?",1
956,Hydro4 i wanna lick moms cheeks,1
957,U said 1 for yes just responding,0
961,Like for tbh comment for rdh??,0
962,*like*,0
963,when was the last time you hit legs?,0
964,you're ugly,0
965,woke up with a condom in his ass!,1
967,assholes,1
968,it was mine...,0
969,for both of them?,0
970,yes,0
971,i wanna fuck,1
972,For others,0
973,FOR OTHERS,0
974,for others,0
975,can't find the clit,1
977,<> for others,0
978,One word,0
979,fucked,1
980,For other,0
984,Do not send anymore messages to this number,0
989,is the hottest midget,1
994,full of shit,1
995,What is a valid keyword?,0
996,beat 4 felony cases,0
997,likes men,0
998,give money to the pretty ladies dancing,0
1000,Taewoo Kim No Myung Soon Junko Chay No Yong Choi No,0
1001,backs that ass up,0
1003,damn tate,1
1004,damn,1
1006,Boob boobs,1
1009,Play brother!!!!,0
1010,got that monster cock :D,1
1011,has sex with pandas,1
1012,just ate shit,1
1013,I am very interested but can't access the website because it is blocked. Can you call me. Thanks.,0
1015,"Tried many times, always want me to pay for my credit score, no way!",0
1016,Renewal for what?,0
1017,Call me,0
1018,No just tell me,0
1019,08 /26/75 - 1455,0
1020,Text plan info too me,0
1021,Don't understand,0
1022,"I guess you didn't understand what I said, but I'm sure you find another person",0
1024,is horny and gay,1
1025,horny gay,1
1029,horny an gay,1
1030,chase is horny and gay,1
1031,"Ian got that guak guak 3,000 grip suck suck",1
1032,I need to rescheduled as I am not feeling well. N (sent with Invisible Ink),0
1034,I WANNA FUCK,1
1036,fucks,1
1037,"Watch ""Celebrities against the ? ? #shorts"" on YouTube https://youtube.com/shorts/KxIZISQOqi4?feature=share",0
1038,Any of these sent to ER?,0
1039,is white washed,1
1041,Clean sheet,0
1042,Thank you. I did receive the money in my bank account last week..,0
1043,Nathaniel Hern?ndez,0
1044,Go fuck yourself,1
1045,is gay for me,1
1046,I a milf,1
1049,Please forward paperwork by email. marse@skybeam.com,0
1050,Ok thank you,0
1051,just came back and realized they had seen you!,0
1052,My friends said you were so amazing today! They said the ground literally was shaking because you got the crowd so hyped! Im in NY but didn't go and they,0
1053,Fuck u if you in a frat,1
1054,what rate look like you not saying,0
1058,"We need an affordable rental in Dallas, with in 2 years time",0
1059,<>For Others,0
1060,No please and the (Age is 17) not 19 thanks,0
1061,timothee chalamet,0
1062,Hydro4 Sean and Mickey are lonely,0
1063,DRC 48228,0
1064,Hydro4 Kami skees is a hoe,1
1065,Jkjiu((iiiouiuiuuuuyyyyyyyyyyyyu I originally ikon hop milli,0
1066,I love Kami skees so Dow s Nathan grychkA,0
1067,Yes I am ap disaster Assistance .gov,0
1068,Hydro4 i love Kami skees and so does nate,0
1069,Hydro4 ask hannah s abt her dog,0
1070,Hydro4 someone buy hannah a shot,0
1071,<Hydro4> Logan wants a milf,0
1072,Logan wants a milf,0
1073,Hydro4 Logan wants a milf,0
1075,Carter Wilson is a douche bag,0
1076,can confirm for logan,0
1078,Dej? de exclamar por Â¡Â°Mariners Church: Join us for Fall Kick Off at Mariners Irvine THIS weekend! Learn more here https://t.zipy.us/qHDvn Txt STOP to OptOutÂ¡Â±,0
1079,Dej? de gustarle Â¡Â°Mariners Church: Join us for Fall Kick Off at Mariners Irvine THIS weekend! Learn more here https://t.zipy.us/qHDvn Txt STOP to OptOutÂ¡Â±,0
1081,buy the blonde girl on the bar a drink,0
1084,grace takes it in the ass,1
1085,<hydro4> grace takes it in the ass,0
1086,<Hydro4> grace takes it in the ass,0
1087,I keep filling out applications to get nowhere and no help,0
1088,Hydro4 Put that shit on Grykcha,0
1089,Doug Fuller,0
1090,I'm in i must find me a place soon my cousin won't her house back please text are call me.thanks,0
1091,$1500 for rent & power bill deposit immediately to my checking. you hv all my info please,0
1092,Oh goodness I thought I was getting a quote. Never mind.,0
1093,Hydro4 the G crew has left the building..,0
1094,Request? From who? Who's 855 number is this?,0
1095,Celina Ortiz,0
1096,Trump message? President Trump??,0
1097,eHealth who,0
1098,Real estate,0
1099,Questioned Â¡Â°FEMA:FEMA ID 0884 Case updated. Login to DisasterAssistance.gov to check status. Reply STOP to opt-out. Do not send any other info here.Â¡Â±,0
